Date,Open,High,Low,Close,Adj Close,Volume
2023-08-14,38.400002,40.000000,38.299999,39.750000,39.750000,3657400
2023-08-15,39.689999,40.040001,38.529999,39.630001,39.630001,2374500
2023-08-16,39.400002,39.650002,38.625000,39.049999,39.049999,2437000
2023-08-17,38.619999,38.869999,37.439999,37.820000,37.820000,2300700
2023-08-18,37.209999,39.250000,37.070000,38.230000,38.230000,2516600
